client_id,coach_id,rank_shown,offer_date,visible_profile_appeal,chosen
K00056,C0087,2,2023-03-02,0.0267,True
K00056,C0048,3,2023-03-02,0.4161,False
K00526,C0054,1,2023-03-03,0.1312,False
K00526,C0071,2,2023-03-03,1.0,False
K00526,C0006,3,2023-03-03,0.6721,False
K00351,C0119,1,2023-03-04,0.664,False
K00351,C0042,2,2023-03-04,0.387,False
K00351,C0091,3,2023-03-04,0.3306,False
K00206,C0119,1,2023-03-04,0.664,False
K00206,C0025,2,2023-03-04,1.0,True
K00206,C0114,3,2023-03-04,1.0,False
K00485,C0021,1,2023-03-05,0.7714,False
K00485,C0018,2,2023-03-05,0.5977,False
K00485,C0032,3,2023-03-05,0.093,False
K00317,C0005,1,2023-03-05,0.901,False
K00317,C0054,2,2023-03-05,0.1312,False
K00317,C0109,3,2023-03-05,0.3287,False
K00646,C0013,1,2023-03-05,0.6899,False
K00646,C0081,2,2023-03-05,0.6906,False
K00646,C0002,3,2023-03-05,0.7139,True
K00041,C0018,1,2023-03-05,0.5977,False
K00041,C0082,2,2023-03-05,0.8074,True
K00041,C0040,3,2023-03-05,0.7159,False
K00532,C0027,1,2023-03-05,0.1043,False
K00532,C0009,2,2023-03-05,0.5136,False
K00532,C0090,3,2023-03-05,0.6321,False
K00632,C0039,1,2023-03-08,1.0,True
K00632,C0094,2,2023-03-08,1.0,False
K00632,C0004,3,2023-03-08,0.0,False
K00173,C0031,1,2023-03-08,0.7895,False
K00173,C0114,2,2023-03-08,1.0,False
K00173,C0084,3,2023-03-08,0.9892,True
K00047,C0114,1,2023-03-08,1.0,True
K00047,C0007,2,2023-03-08,0.3312,False
K00047,C0027,3,2023-03-08,0.1043,False
K00506,C0017,1,2023-03-09,0.9423,True
K00506,C0119,2,2023-03-09,0.664,False
K00506,C0087,3,2023-03-09,0.0267,False
K00456,C0095,1,2023-03-09,0.7468,True
K00456,C0032,2,2023-03-09,0.093,False
K00456,C0076,3,2023-03-09,1.0,False
K00592,C0031,1,2023-03-09,0.7895,False
K00592,C0078,2,2023-03-09,0.3912,False
K00592,C0045,3,2023-03-09,0.8669,False
K00183,C0108,1,2023-03-10,0.9628,True
K00183,C0019,2,2023-03-10,1.0,False
K00183,C0110,3,2023-03-10,0.403,False
K00190,C0022,1,2023-03-10,0.3629,False
K00190,C0072,2,2023-03-10,1.0,False
K00190,C0060,3,2023-03-10,0.3561,False
K00176,C0013,1,2023-03-10,0.6899,True
K00176,C0065,2,2023-03-10,1.0,False
K00176,C0048,3,2023-03-10,0.4161,False
K00463,C0013,1,2023-03-10,0.6899,False
K00463,C0031,2,2023-03-10,0.7895,False
K00463,C0081,3,2023-03-10,0.6906,True
K00546,C0004,1,2023-03-10,0.0,False
K00546,C0028,2,2023-03-10,0.5745,False
K00546,C0037,3,2023-03-10,0.9427,False
K00598,C0054,1,2023-03-10,0.1312,False
K00598,C0006,2,2023-03-10,0.6721,False
K00598,C0097,3,2023-03-10,0.6906,True
K00511,C0091,1,2023-03-11,0.3306,False
K00511,C0048,2,2023-03-11,0.4161,False
K00511,C0065,3,2023-03-11,1.0,True
K00187,C0119,1,2023-03-11,0.664,False
K00187,C0031,2,2023-03-11,0.7895,True
K00187,C0017,3,2023-03-11,0.9423,False
K00042,C0006,1,2023-03-11,0.6721,True
K00042,C0088,2,2023-03-11,1.0,False
K00042,C0071,3,2023-03-11,1.0,False
K00569,C0019,1,2023-03-11,1.0,True
K00569,C0089,2,2023-03-11,0.8805,False
K00569,C0067,3,2023-03-11,1.0,False
K00444,C0032,1,2023-03-12,0.093,False
K00444,C0089,2,2023-03-12,0.8805,False
K00444,C0070,3,2023-03-12,0.8852,False
K00348,C0114,1,2023-03-12,1.0,True
K00348,C0007,2,2023-03-12,0.3312,False
K00348,C0045,3,2023-03-12,0.8669,False
K00086,C0089,1,2023-03-12,0.8805,False
K00086,C0032,2,2023-03-12,0.093,False
K00086,C0008,3,2023-03-12,0.6952,False
K00134,C0103,1,2023-03-13,1.0,True
K00134,C0007,2,2023-03-13,0.3312,False
K00134,C0048,3,2023-03-13,0.4161,False
K00070,C0027,1,2023-03-13,0.1043,True
K00070,C0064,2,2023-03-13,0.3645,False
K00070,C0011,3,2023-03-13,0.5793,False
K00529,C0082,1,2023-03-13,0.8074,False
K00529,C0101,2,2023-03-13,0.5975,False
K00529,C0063,3,2023-03-13,1.0,True
K00307,C0093,1,2023-03-16,0.6848,False
K00307,C0052,2,2023-03-16,0.5079,False
K00307,C0053,3,2023-03-16,0.5692,False
K00626,C0060,1,2023-03-16,0.3561,False
K00626,C0093,2,2023-03-16,0.6848,False
K00626,C0053,3,2023-03-16,0.5692,False
K00135,C0034,1,2023-03-16,0.6887,True
K00135,C0072,2,2023-03-16,1.0,False
K00135,C0091,3,2023-03-16,0.3306,False
K00462,C0108,1,2023-03-17,0.9628,False
K00462,C0119,2,2023-03-17,0.664,False
K00462,C0051,3,2023-03-17,0.6858,False
K00385,C0060,1,2023-03-17,0.3561,False
K00385,C0052,2,2023-03-17,0.5079,False
K00385,C0094,3,2023-03-17,1.0,True
K00253,C0094,1,2023-03-17,1.0,True
K00253,C0039,2,2023-03-17,1.0,False
K00253,C0004,3,2023-03-17,0.0,False
K00399,C0052,1,2023-03-19,0.5079,False
K00399,C0111,2,2023-03-19,0.7518,False
K00399,C0011,3,2023-03-19,0.5793,True
K00595,C0094,1,2023-03-19,1.0,True
K00595,C0039,2,2023-03-19,1.0,False
K00595,C0078,3,2023-03-19,0.3912,False
K00459,C0067,1,2023-03-20,1.0,True
K00459,C0052,2,2023-03-20,0.5079,False
K00459,C0106,3,2023-03-20,0.7671,False
K00298,C0007,1,2023-03-20,0.3312,False
K00298,C0114,2,2023-03-20,1.0,True
K00298,C0042,3,2023-03-20,0.387,False
K00538,C0039,1,2023-03-20,1.0,True
K00538,C0094,2,2023-03-20,1.0,False
K00538,C0052,3,2023-03-20,0.5079,False
K00433,C0114,1,2023-03-20,1.0,False
K00433,C0084,2,2023-03-20,0.9892,True
K00433,C0031,3,2023-03-20,0.7895,False
K00124,C0103,1,2023-03-20,1.0,False
K00124,C0007,2,2023-03-20,0.3312,False
K00124,C0033,3,2023-03-20,0.4177,False
K00094,C0039,1,2023-03-21,1.0,False
K00094,C0052,2,2023-03-21,0.5079,False
K00094,C0120,3,2023-03-21,0.7011,False
K00344,C0054,1,2023-03-21,0.1312,False
K00344,C0020,2,2023-03-21,0.6867,False
K00344,C0088,3,2023-03-21,1.0,True
K00447,C0020,1,2023-03-22,0.6867,True
K00447,C0043,2,2023-03-22,0.3035,False
K00447,C0054,3,2023-03-22,0.1312,False
K00104,C0042,1,2023-03-22,0.387,True
K00104,C0091,2,2023-03-22,0.3306,False
K00104,C0043,3,2023-03-22,0.3035,False
K00204,C0104,1,2023-03-23,1.0,True
K00204,C0111,2,2023-03-23,0.7518,False
K00204,C0032,3,2023-03-23,0.093,False
K00189,C0007,1,2023-03-23,0.3312,False
K00189,C0032,2,2023-03-23,0.093,False
K00189,C0048,3,2023-03-23,0.4161,False
K00208,C0009,1,2023-03-23,0.5136,False
K00208,C0090,2,2023-03-23,0.6321,False
K00208,C0027,3,2023-03-23,0.1043,False
K00203,C0019,1,2023-03-24,1.0,True
K00203,C0005,2,2023-03-24,0.901,False
K00203,C0018,3,2023-03-24,0.5977,False
K00549,C0054,1,2023-03-24,0.1312,False
K00549,C0049,2,2023-03-24,0.8849,False
K00549,C0072,3,2023-03-24,1.0,True
K00241,C0116,1,2023-03-25,1.0,True
K00241,C0052,2,2023-03-25,0.5079,False
K00241,C0046,3,2023-03-25,0.7659,False
K00518,C0004,1,2023-03-25,0.0,False
K00518,C0060,2,2023-03-25,0.3561,False
K00518,C0068,3,2023-03-25,0.8036,False
K00163,C0051,1,2023-03-25,0.6858,True
K00163,C0119,2,2023-03-25,0.664,False
K00163,C0027,3,2023-03-25,0.1043,False
K00594,C0007,1,2023-03-26,0.3312,False
K00594,C0103,2,2023-03-26,1.0,True
K00594,C0037,3,2023-03-26,0.9427,False
K00106,C0033,1,2023-03-26,0.4177,False
K00106,C0056,2,2023-03-26,0.2414,True
K00106,C0059,3,2023-03-26,0.6396,False
K00136,C0031,1,2023-03-27,0.7895,False
K00136,C0114,2,2023-03-27,1.0,True
K00136,C0045,3,2023-03-27,0.8669,False
K00156,C0089,1,2023-03-27,0.8805,False
K00156,C0052,2,2023-03-27,0.5079,False
K00156,C0106,3,2023-03-27,0.7671,True
K00410,C0119,1,2023-04-01,0.664,True
K00410,C0016,2,2023-04-01,0.6837,False
K00410,C0083,3,2023-04-01,0.5735,False
K00388,C0054,1,2023-04-01,0.1312,False
K00388,C0049,2,2023-04-01,0.8849,False
K00388,C0022,3,2023-04-01,0.3629,False
K00567,C0045,1,2023-04-01,0.8669,False
K00567,C0112,2,2023-04-01,1.0,False
K00567,C0120,3,2023-04-01,0.7011,True
K00120,C0045,1,2023-04-02,0.8669,False
K00120,C0085,2,2023-04-02,1.0,False
K00120,C0006,3,2023-04-02,0.6721,False
K00378,C0071,1,2023-04-03,1.0,False
K00378,C0088,2,2023-04-03,1.0,False
K00378,C0006,3,2023-04-03,0.6721,False
K00599,C0032,1,2023-04-03,0.093,False
K00599,C0037,2,2023-04-03,0.9427,True
K00599,C0055,3,2023-04-03,0.4164,False
K00489,C0042,1,2023-04-04,0.387,False
K00489,C0119,2,2023-04-04,0.664,True
K00489,C0066,3,2023-04-04,1.0,False
K00130,C0054,1,2023-04-04,0.1312,False
K00130,C0100,2,2023-04-04,0.652,True
K00130,C0071,3,2023-04-04,1.0,False
K00475,C0071,1,2023-04-05,1.0,True
